Id,Source,Translation,Comment
JWK-FM-Resistance-Camps-Title,Camps,キャンプ,
JWK-FM-Resistance-Camps-a7954c83-Campsdonotallowt,"Camps do not allow to construct or place any other items, but they can be placed much closer to enemy positions than FOBs. Camps do not create a control region near their location.",キャンプにはほかのアイテムを建設・設置できませんが、FOBよりも敵の近くへ設営できます。キャンプの周囲に支配地域は作られません。,
JWK-FM-Resistance-Camps-b007c7f2-Campscanbeestabl,"Camps can be established by players using a <b>camping kit</b>, which can be purchased in civilian shops or acquired from equipment stores. The camping kit is used to place a campfire, which marks the camp's location. The campfire can be picked up later, restoring the camping kit and allowing it to be reused. The camping kit must be <b>equipped in hand</b> in order to place it.",プレイヤーは<b>キャンプキット</b>でキャンプを設営できます。キャンプキットは民間の店で購入するか、装備品店で入手できます。使用するとキャンプの位置を示すキャンプファイヤーが設置されます。後でキャンプファイヤーを回収すれば、キットとして再利用できます。設置時はキャンプキットを<b>手に装備</b>してください。,
JWK-FM-Resistance-Camps-c75fe379-Tents,Tents,テント,
JWK-FM-Resistance-Camps-ced77c07-Usetherelevantma,Use the relevant map tool to show areas suitable for camp placement.,対応する配置マップツールを使うと、キャンプを設営できる範囲を確認できます。,
JWK-FM-Resistance-Controllingterritory-934f45f3-Theworldisdivide,"The world is divided into <b>regions</b>, which are based on various points of interest and represent faction control over specific territory. Any given point in the world belongs to some region. Regions are dynamic and their borders can move - for example, when a new FOB is constructed, or an enemy outpost is neutralized.",世界は重要地点を基準とする複数の<b>地域</b>に分かれ、各地域をどの勢力が支配しているかが示されます。世界のどの場所も、いずれかの地域に属します。地域の境界は固定ではなく、新しいFOBの建設や敵の前哨基地の無力化などによって変化します。,
JWK-FM-Resistance-Controllingterritory-Title,Controlling territory,地域の支配,
JWK-FM-Resistance-Controllingterritory-b69fec3a-Militarypresence,"Military presence is stronger in border regions, regardless of the threat level. Additionally, spontaneous skirmishes may escalate in these regions due to close presence of opposing forces.",脅威度にかかわらず、国境地域では軍事活動が活発になります。また、敵対勢力が近接しているため、突発的な小競り合いも激しくなる場合があります。,
JWK-FM-Resistance-Controllingterritory-f881a727-Thefactionthatco,"The faction that controls a region will deploy patrols and set up checkpoints over its area. When neighbouring regions belong to opposing factions, these regions are considered <b>border regions</b>. Their shared border becomes a <b>frontline</b>, and will be marked on the map with a stripe pattern.",地域を支配する勢力はパトロールを出し、検問所を設置します。隣接地域を敵対勢力が支配している場合、双方は<b>国境地域</b>となります。その境界は<b>前線</b>となり、マップ上に縞模様で表示されます。,
JWK-FM-Resistance-FOBs-69b3dcbf-ForwardOperating,"Forward Operating Bases can be established by the resistance via <b>construction</b>. Establishing a FOB sets up an operating base - for more information, see the relevant Field Manual section.",前線作戦基地は、レジスタンスが<b>建設</b>によって設置できます。FOBを設置すると作戦基地として利用できます。詳しくは関連するフィールドマニュアルを参照してください。,
JWK-FM-Resistance-FOBs-7880ea5f-AFOBcanbedisasse,A FOB can be disassembled by interacting with the flagpost while having an <b>entrenching tool</b> in hand. This is possible only if there are no other buildings or objects present. Disassembling a FOB will not cause any costs to be reimbursed.,FOBは、<b>塹壕構築ツール</b>を手に持って旗竿を操作すると撤去できます。ほかの建造物やオブジェクトが残っている場合は撤去できません。FOBを撤去しても費用は返還されません。,
JWK-FM-Resistance-FOBs-98903c7c-Vehiclesleftwith,Vehicles left within the FOB area will be persisted.,FOBの範囲内に残した車両は保持されます。,
JWK-FM-Resistance-FOBs-996eadc9-ConstructingaFOB,Constructing a FOB will create a control region around it.,FOBを建設すると、その周囲が支配地域になります。,
JWK-FM-Resistance-FOBs-Title,FOBs,FOB,
JWK-FM-Resistance-FOBs-b09d4ef1-FOBscanbeplacedf,"FOBs can be placed freely, but only in a safe distance from other points of interest. Use a dedicated map tool to show suitable areas.",FOBは自由に配置できますが、ほかの重要地点から一定の距離を空ける必要があります。専用の配置マップツールで設置可能な範囲を確認できます。,
JWK-FM-Resistance-Friendlyfighters-92175be3-Friendlyfighters,"Friendly fighters are resistance members or supporting civilians that decided to take part in the fight. They will appear during <b>battles</b> over various points of interest, such as towns, military bases, factories and others. They are autonomous and you cannot directly control them, but they will fight along side you with the enemy. However, their presence depends on your actions, as each fighter needs to be equipped with weapons and ammunition, and that in turn requires <b>supplies</b>.",味方戦闘員は、戦闘への参加を決めたレジスタンスの構成員や、協力的な住民です。町、軍事基地、工場などを巡る<b>戦闘</b>で現れ、自律的に敵と戦うため直接指揮はできません。各戦闘員の武器と弾薬には<b>物資</b>が必要であり、参戦できる人数はこちらの準備に左右されます。,
JWK-FM-Resistance-Friendlyfighters-Title,Friendly fighters,友軍戦闘員,
JWK-FM-Resistance-Friendlyfighters-f67275ec-Friendlyfighters,"Friendly fighters consume supplies stored at <b>hideouts</b>. If the location being fought for hosts a hideout - such as a town - then the fighters will appear and take supplies only from that specific hideout. Otherwise - when attacking factories or military bases - the supplies are consumed across all resistance hideouts, including the HQ. Supplies stored at resistance operating bases (FOBs, military bases) and controlled factories are not taken into account.",味方戦闘員は<b>隠れ家</b>の物資を消費します。戦闘地点が町など隠れ家のある場所なら、その隠れ家の物資だけが使われます。工場や軍事基地への攻撃では、本部を含むすべての隠れ家から物資が消費されます。FOBや軍事基地などの作戦基地、制圧した工場にある物資は使われません。,
JWK-FM-Resistance-Hideouts-22cb7da3-Thereisalwaysone,"There is always one HQ hideout in the world. However, if you endanger it, it will cease operations and must be relocated. This process may take several hours, during which the HQ will be inaccessible. Any supplies stored there will be lost during the move, so take care to avoid triggering a relocation.",世界には必ず1か所、本部となる隠れ家があります。ただし、敵に所在を知られると閉鎖され、移転します。移転には数時間かかる場合があり、その間は本部を利用できません。保管していた物資も失われるため、本部へ敵の注意を引かないようにしてください。,
JWK-FM-Resistance-Hideouts-6af0cfdf-Townhideouts,Town hideouts,町の隠れ家,
JWK-FM-Resistance-Hideouts-954b3c37-Hideoutsaresecur,"Hideouts are secure locations used by the resistance for meetings and covert communication. At each hideout, you can meet a <b>resistance officer</b> - your primary contact for all conspiratorial matters. Speak with them to receive new assignments. Keep in mind that they're not particularly fond of attracting attention from the authorities, so avoid visiting them when you have <b>heat</b> on you.",隠れ家は、レジスタンスが会合や秘密通信に使う安全な場所です。各隠れ家には、活動の窓口となる<b>レジスタンス将校</b>がいます。新しいミッションを受けるには将校に話しかけてください。当局の注意を引くことを嫌うため、<b>指名手配中</b>は隠れ家へ近づかないでください。,
JWK-FM-Resistance-Hideouts-99ef25d4-Theresistancewil,"The resistance will establish hideouts in towns and cities once there is enough local support to sustain its operations. Same goes the other way - if you lose too much support, resistance operations will become unsustainable and the hideout will be dissolved. Keeping a network of hideouts is very important, as each additional hideout means more storage space for supplies, which are used to arm your fighters during battles.",十分な地域支持を得ると、レジスタンスは町や都市に隠れ家を設けます。反対に支持を失いすぎると活動を維持できず、隠れ家は閉鎖されます。隠れ家が増えるほど、戦闘員の装備に使う物資の保管容量も増えるため、隠れ家網の維持は重要です。,
JWK-FM-Resistance-Hideouts-9a3275fb-HQhideoutsareest,"HQ hideouts are established in safer locations - typically in remote houses away from densely populated areas or in small, secluded settlements. They serve as delivery and pickup points for various resistance operations and act as rally points where mercenary fighters can be <b>recruited</b>.",本部の隠れ家は、人里離れた家や小さな集落など、比較的安全な場所に設けられます。各種レジスタンス作戦の受け渡し場所となるほか、<b>新兵</b>を雇用できる集合場所としても機能します。,
JWK-FM-Resistance-Hideouts-Title,Hideouts,隠れ家,
JWK-FM-Resistance-Hideouts-bf9cf040-HQhideouts,HQ hideouts,本部の隠れ家,
JWK-FM-Resistance-Hideouts-ca60f274-TheHQslocationis,"The HQ's location is not automatically revealed on your map. To discover its position, you must either call the HQ using a phone or contact it via radio, and then travel to the coordinates you are given.",本部の位置は自動ではマップに表示されません。公衆電話や無線機で本部へ連絡し、教えられた座標へ向かってください。,
JWK-FM-Resistance-Hideouts-e8443423-Hideoutofficersa,"Hideout officers also offer guns, ammunition, and other war materials - all available in exchange for money.",隠れ家の将校は、銃器、弾薬、その他の軍需品も販売しています。,
JWK-FM-Resistance-Missions-13db2b7c-Missionsandtheir,"Missions and their progress is, at any stage, fully persistent. It is a good idea to look up the journal upon joining an existing online session to check out if there are any already started missions.",ミッションとその進行状況は常に保存されます。進行中のオンラインセッションへ参加したときは、すでに開始されているミッションがないかジャーナルで確認してください。,
JWK-FM-Resistance-Missions-14df7725-Youcanreceivemis,"You can receive missions by talking to the <b>resistance officer</b>. Missions are shared by all ingame players and it does not matter which player takes or reports them. If the mission is awarded with money, the amount is automatically split between all ingame players.",ミッションは<b>レジスタンス将校</b>に話しかけると受けられます。ミッションは参加中の全プレイヤーで共有され、誰が受注・報告しても進行します。報酬が現金の場合、その金額は参加中の全プレイヤーへ自動的に分配されます。,
JWK-FM-Resistance-Missions-Title,Missions,ミッション,
JWK-FM-Resistance-Recruits-985f01a6-Youcanrecruitres,You can recruit <b>resistance fighters</b> at <b>HQ hideouts</b> existing in the world or <b>living areas</b> constructed by players at the resistance operating bases. Recruited fighters can be <b>commanded</b> as members of your squad.,<b>レジスタンス兵</b>は、世界各地の<b>本部の隠れ家</b>や、レジスタンスの作戦基地に建設した<b>居住区</b>で雇用できます。雇用した兵士は分隊員として<b>指揮</b>できます。,
JWK-FM-Resistance-Recruits-Title,Recruits,新兵,
JWK-FM-Resistance-Title,Resistance,レジスタンス,
JWK-FM-Resistance-Traders-68db1d01-Contentsindevelo,Contents in development.,開発中のコンテンツ。,
JWK-FM-Resistance-Traders-Title,Traders,商人,
JWK-FM-World-Airports-64821fa9-Airportsallowyou,"Airports allow you to import light ground vehicles - such as cars or motorbikes - from the supporting faction, but they also offer <b>helicopters</b>. Import helipads are marked on the map with a helipad icon and can be interacted with through a parking sign.",空港では、支持勢力から車やバイクなどの軽車両に加え、<b>ヘリコプター</b>も輸入できます。輸入用ヘリパッドはマップ上にヘリパッドのアイコンで表示され、駐車標識から利用できます。,
JWK-FM-World-Airports-9e315545-Airportsjustlike,"Airports, just like <b>ports</b>, allow to import <b>supplies</b>. See the Field Manual page dedicated for <b>Ports</b> for more details on that.",空港では<b>港</b>と同様に<b>物資</b>も輸入できます。詳しくはフィールドマニュアルの<b>港</b>を参照してください。,
JWK-FM-World-Airports-Title,Airports,空港,
JWK-FM-World-Airports-e3d417d4-Vehicleimport,Vehicle import,車両の輸入,
JWK-FM-World-Fuelstations-9a7f2b99-Refuelingatafuel,"Refueling at a fuel station - whether a tanker, or directly to your vehicle's tank - costs money. While you can empty a fuel station if you use it heavily, it will slowly replenish its storages over time.",ガソリンスタンドでの給油には、タンクローリーへの補給でも車両への直接給油でも費用がかかります。頻繁に利用すると在庫が尽きる場合がありますが、燃料は時間とともに補充されます。,
JWK-FM-World-Fuelstations-Title,Fuel stations,ガソリンスタンド,
JWK-FM-World-Fuelstations-dc31ee67-Fuelstationsacta,"Fuel stations act as primary source of fuel for your revolution - literally. Fueling points and storages constructed in your bases are empty by default, and fuel is a finite resource. To gather fuel, you need to capture or procure a tanker and visit a fuel station.",ガソリンスタンドは、蜂起に必要な燃料の主な入手先です。基地に建設した給油所や燃料貯蔵庫は最初は空で、燃料は有限です。燃料を確保するには、タンクローリーを奪取または調達してガソリンスタンドへ向かってください。,
JWK-FM-World-Maplegend-348b2765-Factory,Factory,工場,
JWK-FM-World-Maplegend-47518732-Resistance,Resistance,レジスタンス,
JWK-FM-World-Maplegend-48c3baea-Armory,Armory,武器庫,
JWK-FM-World-Maplegend-5921b838-Radiotower,Radio tower,無線塔,
JWK-FM-World-Maplegend-5d44d2d3-Fuelstation,Fuel station,ガソリンスタンド,
JWK-FM-World-Maplegend-61a6ed0e-Camp,Camp,キャンプ,
JWK-FM-World-Maplegend-64655b16-FOB,FOB,FOB,
JWK-FM-World-Maplegend-64af7cb4-Busstop,Bus stop,バス停,
JWK-FM-World-Maplegend-6b95049d-Resourcestorage,Resource storage,物資貯蔵庫,
JWK-FM-World-Maplegend-6cc33bcf-Jail,Jail,刑務所,
JWK-FM-World-Maplegend-8296a839-Phonebooth,Phone booth,公衆電話,
JWK-FM-World-Maplegend-83bbf7c6-Medicalstore,Medical store,薬局,
JWK-FM-World-Maplegend-86a63632-Ferrystop,Ferry stop,フェリー乗り場,
JWK-FM-World-Maplegend-988a643d-Garage,Garage,ガレージ,
JWK-FM-World-Maplegend-Title,Map legend,地図の凡例,
JWK-FM-World-Maplegend-a33f17c2-Radarsite,Radar site,レーダーサイト,
JWK-FM-World-Maplegend-b12cce5e-Airport,Airport,空港,
JWK-FM-World-Maplegend-b99656c6-Repairstation,Repair station,整備施設,
JWK-FM-World-Maplegend-c903cd15-Posterlocation,Poster location,ポスター掲示場所,
JWK-FM-World-Maplegend-ca95cfbb-Helipad,Helipad,ヘリパッド,
JWK-FM-World-Maplegend-d0b6de6e-Vilage,Vilage,村,
JWK-FM-World-Maplegend-d8cfa072-Postoffice,Post office,郵便局,
JWK-FM-World-Maplegend-e3a3f2f2-Port,Port,港,
JWK-FM-World-Maplegend-eb4e0385-Clothingstore,Clothing store,衣料品店,
JWK-FM-World-Maplegend-ecd4689a-Town,Town,町,
JWK-FM-World-Maplegend-f1f76b05-Militarybase,Military base,軍事基地,
JWK-FM-World-Maplegend-facc7fd8-Generalstore,General store,雑貨店,
JWK-FM-World-Maptools-68db1d01-Contentsindevelo,Contents in development.,開発中のコンテンツ。,
JWK-FM-World-Maptools-Title,Map tools,マップツール,
JWK-FM-World-Phones-Title,Phones,電話,
JWK-FM-World-Phones-c9900c12-Phonescanbeusedt,"Phones can be used to make calls to known contacts using the phonebook, or by dialling a number manually. Once phone is interacted with, a radial menu will appear enabling to choose the preferred method.",電話帳から連絡先を選ぶか、番号を直接入力すると、判明している連絡先へ電話できます。電話を操作するとラジアルメニューが開き、発信方法を選択できます。,
JWK-FM-World-Ports-0018970b-Importedvehicles,Imported vehicles need to be paid for in cash.,輸入車両の代金は現金で支払います。,
JWK-FM-World-Ports-2578594f-Whentheportisund,"When the port is under resistance control, it will allow you to import ground vehicles of the supporting faction. Contrary to airports, ports can also import heavy vehicles such as tanks and other armor.",港をレジスタンスが制圧すると、支持勢力から地上車両を輸入できます。空港と異なり、港では戦車などの大型装甲車両も輸入できます。,
JWK-FM-World-Ports-3054ca77-Toimportavehicle,"To import a vehicle, interact with the parking sign at the pickup area. Selection of available vehicles is very limited, but it's different at every port and changes every day.",車両を輸入するには、受取場所にある駐車標識を操作します。選べる車両は限られますが、港ごとに異なり、品揃えは毎日変わります。,
JWK-FM-World-Ports-535958a2-Oncesuppliesarep,"Once supplies are purchased, they will be placed in the pickup area. Don't worry if you can't haul all goods in one go - those supplies are secure and will be waiting for pickup after you return.",購入した物資は受取場所に置かれます。一度に運び切れなくても、残りは安全に保管され、後で回収できます。,
JWK-FM-World-Ports-Title,Ports,港,
JWK-FM-World-Ports-a21e1c4c-Portscanbeusedto,"Ports can be used to import <b>supplies</b> from abroad, an essential resource representing various commodities essential both for everyday life and development of your facilities. Supplies can be bought for money after interacting with the storage area sign. Each port has a limited storage of supplies, but after a few days the stock should be replenished. Port storages are independent from each other and are refilled separately.",港では、生活や施設の建設に必要な各種<b>物資</b>を海外から輸入できます。保管場所の標識を操作すると購入できます。各港の在庫は限られていますが、数日で補充されます。在庫と補充状況は港ごとに個別に管理されます。,
JWK-FM-World-Ports-b5cbc3ad-Portswithinilleg,Ports within illegal areas (usually within enemy military establishments) cannot be used for import.,禁止区域内にある港は輸入に利用できません。通常は敵の軍事施設内にあります。,
JWK-FM-World-Ports-e3d417d4-Vehicleimport,Vehicle import,車両の輸入,
JWK-FM-World-Publictransport-7d2d9d28-Totravelyouhavet,"To travel, you have to appear as a civilian and cannot be <b>wanted</b>.",公共交通機関を利用するには、民間人らしい服装をし、<b>指名手配中</b>でない必要があります。,
JWK-FM-World-Publictransport-8f93c5fe-Publictransportc,"Public transport can be used to quickly travel around the map. You can use <b>buses</b> to travel on roads and <b>ferries</b> to navigate the water bodies. Every passenger has to buy a ticket each time they travel, price of which depends on the distance traveled. Sometimes certain stops may become temporarily unavailable, for example due to ongoing battles or administrative decisions of the authorities.",公共交通機関を使うと、マップ内を素早く移動できます。道路では<b>バス</b>、水路では<b>フェリー</b>を利用できます。乗客は移動のたびに切符を購入する必要があり、料金は距離で変わります。戦闘の発生や当局の判断により、一部の停留所が一時的に利用できなくなる場合があります。,
JWK-FM-World-Publictransport-Title,Public transport,公共交通機関,
JWK-FM-World-Shops-0141b49e-Whileitemstocksa,"While item stocks are limited, they usually get replenished before next business day begins. Shops will not want to serve you if you are <b>wanted</b>. Also keep in mind the current time of day - each shop has specific business hours, outside of which you will not be served.",商品の在庫には限りがありますが、通常は次の営業日までに補充されます。<b>指名手配中</b>は店を利用できません。また、営業時間外も利用できません。,
JWK-FM-World-Shops-Title,Shops,ショップ,
JWK-FM-World-Shops-a2f297b9-Variouscivilians,"Various civilian shops can be found in the world, offering diverse assortment of goods. At general shops, you can buy various items intended for tourism, which are also incidentally useful if you plan to conduct guerilla warfare - such as compasses, watches or binoculars. Clothing shops may be useful if you want to get rid of your uniform and blend into the crowd. If you intend to be shot, make sure to visit the pharmacy beforehand.",各地の民間商店ではさまざまな商品を販売しています。雑貨店ではコンパス、腕時計、双眼鏡など、ゲリラ活動にも役立つ道具を購入できます。衣料品店では、軍服を脱いで群衆に紛れるための服を購入できます。銃撃戦に備えるなら、先に薬局へ寄っておきましょう。,
JWK-FM-World-Title,World,マップ・ナビゲーション,
JWK-FailureStateUI-BrokenSave-Title,Incompatible save game,互換性のないセーブゲーム,
JWK-FailureStateUI-FactionConfigs-Description,Problems were detected with one or more of selected factions. Please report this problem to the integration author along with complete log files.,選択した勢力の設定に問題があります。完全なログファイルを添えて、統合MODの作成者へ報告してください。,
JWK-FailureStateUI-FactionConfigs-Title,Factions error,勢力エラー,
JWK-FailureStateUI-Generic-Description,An unknown error occured. Check logs for details and report this to the mod authors.,不明なエラーが発生しました。詳細についてはログを確認し、これを MOD 作者に報告してください。,
JWK-FailureStateUI-Generic-Title,Error,エラー,
JWK-FailureStateUI-WorldSetup-Description,Scenario or terrain validation failed. Please report this problem to the scenario author along with a full set of log files.,シナリオまたは地形の検証に失敗しました。すべてのログファイルを添えて、シナリオ作成者へ報告してください。,
JWK-FailureStateUI-WorldSetup-Title,World setup error,ワールド設定エラー,
JWK-FastTravelUI-ConfirmText,Confirm to fast travel to the selected location.,選択した地点へファストトラベルしますか？,
JWK-FastTravelUI-Distance,Distance: %1.,距離: %1。,
JWK-FastTravelUI-FuelRequired,Required fuel: %1.,必要な燃料: %1。,
JWK-FastTravelUI-Info,You can fast travel to a selected location using the road network.,道路網を使って、選択した地点へファストトラベルできます。,
JWK-FastTravelUI-InfoMainRoadsOnly,Fast travel is only possible using main roads.,ファストトラベルは主要道路を使用する場合のみ可能です。,
JWK-FastTravelUI-InfoTerritoryRestricted,You can only travel over resistance controlled territory due to your appearance.,外見上の理由により、レジスタンスが管理する領域のみを移動できます。,
JWK-FastTravelUI-Prompt,Select a point to plan the route.,地点を選択してルートを設定,
JWK-FastTravelUI-Reason-EnemiesNearby,You cannot travel while enemies are nearby.,敵が近くにいる間は移動できません。,
JWK-FastTravelUI-Reason-EngineOff,You cannot travel with the engine off.,エンジン停止中はファストトラベルできません。,
JWK-FastTravelUI-Reason-Generic,Fast travel is not available at this moment.,現時点ではファストトラベルは利用できません。,
JWK-FastTravelUI-Reason-IncompatibleVehicle,Current vehicle cannot be used for travel.,この車両ではファストトラベルできません。,
JWK-FastTravelUI-Reason-LocationOther,This location cannot be used for travel.,この地点へはファストトラベルできません。,
JWK-FastTravelUI-Reason-NoRoadAccess,This location has no road access.,この地点は道路に接続されていません。,
JWK-FastTravelUI-Reason-NoTerritoryControl,You can only travel over resistance controlled territory.,レジスタンスが支配する領域のみを移動できます。,
JWK-FastTravelUI-Reason-NotDriver,You must be the driver to travel.,運転席にいる必要があります。,
JWK-FastTravelUI-Reason-NotEnoughFuel,Not enough fuel to travel to this location.,この場所まで移動するには燃料が足りません。,
JWK-FastTravelUI-Reason-NotInVehicle,You must be in a vehicle to travel.,車両に乗っている必要があります。,
JWK-FastTravelUI-Reason-NotOnRoad,You must be on a road to travel.,道路上にいる必要があります。,
JWK-FastTravelUI-Reason-NotStationary,Your vehicle must be stationary to travel.,車両を停止させてください。,
JWK-FastTravelUI-Reason-RouteNotFound,There is no accessible road route from your location.,現在地からアクセスできる道路ルートはありません。,
JWK-FastTravelUI-Reason-RouteTooShort,Distance is too short to travel.,距離が近すぎるためファストトラベルできません。,
JWK-FastTravelUI-Reason-Undercover,You cannot travel while undercover.,潜入中はファストトラベルできません。,
JWK-FieldManual,Field Manual,フィールドマニュアル,
JWK-FirstTimeUI-OpenDiscord,Open Discord,Discordを開く,
JWK-FirstTimeUI-Text2,"Please keep in mind this project is in an <b>early access</b> state. Not all features are complete.<br/><br/>Join the <b>Discord community</b> by scanning the code on the right to report bugs, discuss the project, post suggestions, find compatible mods and community scenarios.<br/><br/>Good luck!",本MODは早期アクセス段階です。<br/>未完成の機能があります。<br/>右のコードからDiscordコミュニティへ。<br/>不具合の報告、MODの議論や提案のほか、<br/>対応MODやコミュニティ制作シナリオを<br/>探せます。<br/>健闘を祈ります！,
JWK-FirstTimeUI-TextFM,<b>Field Manual</b> is a great resource to learn how to play. Select the cover on the left to open a highlighted article. You can also access the manual at any time using the pause menu.,フィールドマニュアルで遊び方を確認。<br/>左の表紙を選ぶと注目の記事が開きます。<br/>ポーズメニューからもいつでも読めます。,
JWK-FirstTimeUI-Title,Welcome to Freedom Fighters,Freedom Fightersへようこそ,
JWK-FreedomFighters,Freedom Fighters,Freedom Fighters,
JWK-FreedomFighters-MissionDescription,Start an uprising and lead your people to freedom in this open-world persistent campaign.,このオープンワールドの永続キャンペーンで蜂起を起こし、人々を自由へ導け。,
JWK-GameProgressUI-Bases,BASES,基地,
JWK-GameProgressUI-DaysFighting,DAYS FIGHTING,戦闘日数,
JWK-GameProgressUI-Factories,FACTORIES,工場,
JWK-GameProgressUI-Hostiles,HOSTILES,敵対住民,
JWK-GameProgressUI-NeutralPop,NEUTRAL POPULATION,中立住民,
JWK-GameProgressUI-OccupiersKilled,OCCUPIERS KILLED,占領軍の死者,
JWK-GameProgressUI-Posters,POSTERS,ポスター,
JWK-GameProgressUI-Radars,RADAR SITES,レーダーサイト,
JWK-GameProgressUI-RadioTowers,RADIO TOWERS,無線塔,
JWK-GameProgressUI-ResistanceLoses,RESISTANCE LOSSES,レジスタンスの損害,
JWK-GameProgressUI-Supporters,SUPPORTERS,支持者,
JWK-GameProgressUI-Title,Campaign Progress,キャンペーンの進行状況,
JWK-GameProgressUI-TotalProgress,Total progress,総合進捗,
JWK-GameProgressUI-Towns,TOWNS,町,
JWK-GameSetting-Balance-BattleBudgetFactor,Enemy budget,敵軍予算,
JWK-GameSetting-Balance-BattleBudgetFactor-Description,Affects enemy response budget. Greater budget means more enemy waves and longer battles.,敵軍の対応予算に影響します。予算が多いほど増援の波が増え、戦闘が長引きます。,
JWK-GameSetting-Balance-BattleFreeFighters,Extra friendly fighters,追加の友軍戦闘員,
JWK-GameSetting-Balance-BattleFreeFighters-Description,"Number of friendly fighters spawned into battle free of charge, regardless of available supply and support.",物資や住民の支持に関係なく、戦闘に無償で出現する友軍戦闘員の数。,
JWK-GameSetting-Balance-BattleFriendliesFactor,Friendly budget,友軍戦力上限,
JWK-GameSetting-Balance-BattleFriendliesFactor-Description,Affects the total amount of friendly fighters that can take part in the battle (given maximum support and supply level).,戦闘に参加できる友軍戦闘員の総数に影響します（住民の支持と物資が最大の場合）。,
JWK-GameSetting-Balance-EnemyMult,Enemy forces factor,敵戦力係数,
JWK-GameSetting-Balance-ForceMult-Description,"Affects manpower of QRFs, checkpoint crews, POI defenders and others. Does not affect battles or garrisons.",QRF、検問所の要員、重要地点の守備隊などの兵力に影響します。戦闘や駐屯部隊には影響しません。,
JWK-GameSetting-Balance-FriendlyMult,Friendly forces factor,友軍戦力係数,
JWK-GameSetting-Balance-MpScaling,Multiplayer scaling,マルチプレイ補正,
JWK-GameSetting-Balance-MpScaling-Description,"Leave as default to automatically scale the difficulty based on the number of players online, or force the scaling factor to a static number of players.",デフォルトではオンライン人数に応じて難易度を自動調整します。固定人数を指定して補正を固定することもできます。,
JWK-GameSetting-Balance-ProgressScaling,Progress scaling,進行度補正,
JWK-GameSetting-Balance-ProgressScaling-Description,"Leave as default to automatically scale the difficulty based on the campaign progress, or force it to a specific progress value.",デフォルトではキャンペーン進行度に応じて難易度を自動調整します。特定の進行度に固定することもできます。,
JWK-GameSetting-Battles,Battles,戦闘,
JWK-GameSetting-Economy-BuildMult,Construction cost factor,建設コスト係数,
JWK-GameSetting-Economy-DogtagValue,Dogtag value,ドッグタグの価値,
JWK-GameSetting-Economy-DonateRequiredSupplies,Donation supplies per supporter,支持者1人あたりの寄付物資,
JWK-GameSetting-Economy-FactoryProductionFactor,Factory production factor,工場生産量係数,
JWK-GameSetting-Economy-FuelPrice,Fuel price,燃料価格,
JWK-GameSetting-Economy-GarageDistanceCostMult,Retrieval distance cost factor,車両回収距離コスト係数,
JWK-GameSetting-Economy-GarageRetrievalFee,Garage retrieval fee,ガレージ回収手数料,
JWK-GameSetting-Economy-PlaceableMult,Placeables cost factor,設置物コスト係数,
JWK-GameSetting-Economy-ShopProfitMargin,Shop's profit margin,店舗利益率,
JWK-GameSetting-Economy-SupporterIncome,Income per supporter,支持者1人当たりの収入,
JWK-GameSetting-Economy-SupporterIncome-Description,Base amount received by players periodically from each supporter of the resistance.,プレイヤーがレジスタンスの各支持者から定期的に受け取る基本額。,
JWK-GameSetting-Economy-SupporterIncomeCap,Supporter income limit,支持者収入上限,
JWK-GameSetting-Economy-SupporterIncomeCap-Description,Limit maximum income from supporters per player. Set 0 to disable.,プレイヤー1人あたりが支持者から得られる収入の上限。0で無効になります。,
JWK-GameSetting-Economy-SupporterIncomeLinear,Linear supporter income,支持者ごとの固定収入,
JWK-GameSetting-Economy-SupporterIncomeLinear-Description,Select to generate constant income per supporter instead of weighting it. Linear income provides less profits until late into the game.,支持者ごとの収入を重み付けせず、一定額にします。ゲーム後半までは通常より収入が少なくなります。,
JWK-GameSetting-Economy-Supporters,Supporters,支持者,
JWK-GameSetting-Enum-Far,Far,遠い,
JWK-GameSetting-Enum-Maximum,Maximum,最大,
JWK-GameSetting-Enum-Medium,Medium,中,
JWK-GameSetting-Enum-Near,Near,近い,
JWK-GameSetting-Gameplay-AiSubordinateLimit,AI subordinate limit,AI部下数上限,
JWK-GameSetting-Gameplay-AiSubordinateLimit-Description,Controls how many AI characters can be commanded at once.,同時に指揮できるAI兵士の人数。,
JWK-GameSetting-Gameplay-CharacterHeatTime,Character heat cooldown,手配度の解除時間,
JWK-GameSetting-Gameplay-ClothingBlood,Bloodied clothes effect threshold,血痕による発覚しきい値,
JWK-GameSetting-Gameplay-ClothingBlood-Description,Players will become wanted if they are seen in clothes bloodied above this level. Set to 0 to disable.,衣服の血痕がこの値を超えた状態で目撃されると指名手配されます。0で無効になります。,
JWK-GameSetting-Gameplay-EnableEpi,Epinephrine injectors,エピネフリン注射器,
JWK-GameSetting-Gameplay-EnableEpi-Description,"Enables an epinephrine injector item, which instantly recovers full health. Disabling this option on existing saves will not remove items from the world, but they will not be usable.",使用すると体力を完全回復するエピネフリン注射器を有効にします。既存のセーブデータで無効にしても配置済みのアイテムは消えませんが、使用できなくなります。,
JWK-GameSetting-Gameplay-EnableRest,Enable resting,休息を有効化,
JWK-GameSetting-Gameplay-EnemyLootBalancing,Enemy loot balancing,敵の戦利品のバランス調整,
